"","X","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"556",647,20110441,16715,2011,"11/8/2011 10:00 AM",31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","EVANGELINE ETHYLENE PIPELINE SYSTEM ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","JENNINGS","JEFFERSON DAVIS","LA",30.355333,-92.708299,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.23,500,0,0.23,"NO","NO","YES","11/8/2011 10:30","11/18/2011 18:30",0,0,517016,35296,0,0,0,0,552312
"561",653,20110439,19267,2011,"11/13/2011 2:14 PM",300,"PLAINS PIPELINE, L.P.","BASIN PIPELINE","ONSHORE","UNDERGROUND","CRUDE OIL","","","HERMELEIGH","SCURRY","TX",32.599125,-100.76886,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",90,0,90,0,"NO","NO","YES","11/13/2011 14:14","11/15/2011 4:00",0,0,38920,9000,0,1392,0,0,49312
"563",658,20110452,19751,2011,"11/17/2011 11:02 AM",22430,"WEST SHORE PIPELINE CO","","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CHICAGO","COOK","IL",41.659288,-87.569198,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.6,0,16.6,0,"NO","NO","YES","11/17/2011 11:13","11/22/2011 4:48",0,0,313899,0,0,4000,142645,0,460544
"566",661,20110447,16444,2011,"11/21/2011 11:57 AM",32147,"MARATHON PIPE LINE LLC","WABASH 12"" PRODUCTS","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","MILAM","MACON","IL",39.711344,-88.85166,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0.01,0,0.01,0,"NO","NO","YES","11/21/2011 11:59","11/22/2011 7:22",0,0,660000,1,19600,27000,2750,0,709351
"568",663,20110451,19968,2011,"11/29/2011 6:15 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","S1","ONSHORE","UNDERGROUND","CRUDE OIL","","","FULSHEAR","FORT BEND","TX",29.724843,-95.884289,"CORROSION","EXTERNAL",100,0,100,0,"NO","NO","","","",0,0,3500,10000,0,0,5900000,0,5913500
"571",666,20110455,20363,2011,"12/1/2011 2:27 PM",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","10"" FINTEX","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","NO TREES","ECTOR","TX",31.85557,-102.67191,"CORROSION","EXTERNAL",5,0,0,5,"NO","NO","YES","12/1/2011 14:30","12/4/2011 21:00",0,0,20000,500,0,0,20000,0,40500
"579",676,20110442,16329,2011,"12/8/2011 4:10 PM",32109,"ONEOK NGL PIPELINE LP","MOORELAND PLANT TO MOORELAND BOOSTER 4"" ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MOORELAND","WOODWARD","OK",36.413056,-99.193611,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",360,0,0,360,"NO","NO","YES","12/8/2011 16:35","12/9/2011 20:48",0,0,15085,14886,1000,1500,0,0,32471
"580",678,20120004,16651,2011,"12/9/2011 11:00 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","AMMONIA MAINLINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","PALMETTO","ST. LANDRY","LA",30.796962,-91.919893,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.06,0,0,3.06,"NO","NO","YES","12/9/2011 11:40","12/15/2011 0:00",0,0,97000,70,0,10000,10000,0,117070
"581",679,20120008,20781,2011,"12/10/2011 10:50 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","#3-8"" KANSAS CITY TO DONIPHAN LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","NEMAHA CITY","NEMAHA","NE",40.31277,-95.72125,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",650,0,58,592,"NO","NO","YES","12/10/2011 10:52","12/12/2011 14:40",0,0,31000,62384,3500,240000,1778261,131700,2246845
"582",680,20120009,16866,2011,"12/10/2011 10:50 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","#5-12"" KANSAS CITY TO SIOUX CITY LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","NEMAHA CITY","NEMAH","NE",40.31277,-95.72125,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",2184,0,194,1990,"NO","NO","YES","12/10/2011 10:53","12/12/2011 14:40",0,0,31000,95147,3500,240000,1779261,131700,2280608
"585",683,20120046,16436,2011,"12/12/2011 10:00 AM",32266,"ST. JAMES OIL CORPORATION","ST. JAMES OIL CORPORATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","LOS ANGELES","LOS ANGELES COUNTY","CA",34.0522342,-118.2436849,"CORROSION","INTERNAL",0.5,0,0.5,0,"NO","NO","YES","12/12/2011 10:10","1/26/2012 10:00",0,0,0,50,0,12000,0,61000,73050
"587",685,20120018,18277,2011,"12/14/2011 4:00 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","ENID TO PONCA CITY #1-6","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PONCA CITY","KAY","OK",36.632156,-97.125787,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",250,0,150,100,"NO","NO","NO","","",0,0,5000,31500,1000,10000,240000,0,287500
"590",688,20120020,17682,2011,"12/20/2011 9:30 AM",18718,"SUNOCO PIPELINE L.P.","SARATOGA STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","SARATOGA","HARDIN","TX",30.2867,-94.5058,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",2.5,0,0,2.5,"NO","NO","NO","","",0,0,0,242,0,5192,0,0,5434
"593",691,20120023,18083,2011,"12/27/2011 9:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","RIO GRANDE PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE/BUTANE MIX","KERMIT","LOVING","TX",31.78341,-103.46442,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3283,0,0,3283,"NO","NO","YES","12/27/2011 21:30","1/12/2012 10:55",0,0,105000,1e+05,0,12000,0,0,217000
"594",692,20120070,16511,2011,"12/28/2011 5:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","RIO GRANDE PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","KERMIT","LOVING","TX",31.78341,-103.46442,"ALL OTHER CAUSES","MISCELLANEOUS",0,0,0,0,"YES","NO","YES","12/28/2011 17:00","1/12/2012 10:55",0,1,0,0,0,10500,0,0,10500
"597",695,20120024,18142,2011,"12/30/2011 10:35 AM",9175,"JAYHAWK PIPELINE LLC","HILL CITY TO BEMIS 6""/8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","PLAINVILLE","ELLIS","KS",39.10878,-99.17953,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",150,0,100,50,"NO","NO","YES","12/30/2011 10:38","12/31/2011 13:00",0,0,3000,4000,2500,5000,142800,0,157300
"600",698,20120033,17987,2012,"1/6/2012 9:15 AM",18718,"SUNOCO PIPELINE L.P.","ROBERT LEE 6""","ONSHORE","UNDERGROUND","CRUDE OIL","","","ROBERT LEE","COKE","TX",31.9587,-100.54374,"CORROSION","INTERNAL",117,0,0,117,"NO","NO","YES","1/6/2012 9:15","1/7/2012 14:00",0,0,35000,11466,0,5000,38156,0,89622
"603",701,20120037,16787,2012,"1/11/2012 10:25 AM",18718,"SUNOCO PIPELINE L.P.","LIBERTY TO HULL 8""","ONSHORE","UNDERGROUND","CRUDE OIL","","","HULL","LIBERTY","TX",30.0889,-94.6507,"CORROSION","INTERNAL",2,0,0,2,"NO","NO","NO","","",0,0,3837,292,5000,10000,4000,0,23129
"606",704,20120041,18023,2012,"1/12/2012 10:18 PM",18718,"SUNOCO PIPELINE L.P.","FOST-HUDS-8","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","WELLINGTON","LORRAIN","OH",41.17974,-82.21559,"EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",1950,0,728.5,1221.5,"NO","NO","YES","1/12/2012 22:22","2/23/2012 7:45",70,0,852922,3289,716710,14091554,2240119,0,17904594
"609",707,20120043,18226,2012,"1/16/2012 2:00 PM",31684,"CONOCOPHILLIPS","LR-16 PIER T","ONSHORE","UNDERGROUND","CRUDE OIL","","","CARSON","LOS ANGELES","CA",33.802717,-118.249779,"CORROSION","INTERNAL",2,0,0,2,"NO","NO","NO","","",0,0,75000,200,0,38000,15000,0,128200
"612",710,20120040,18454,2012,"1/18/2012 8:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/BELTON JUNCTION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BELTON","ANDERSON","SC",34.553462,-82.48791,"CORROSION","INTERNAL",323.8,0,300.5,23.3,"NO","NO","NO","","",0,0,550000,32000,0,64000,454000,0,1100000
"614",712,20120047,18128,2012,"1/20/2012 7:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/PAULDING STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PAULDING","JASPER","MS",32.02879,-89.10231,"CORROSION","INTERNAL",0.95,0,0.95,0,"NO","NO","NO","","",0,0,32535,120,0,59868,0,0,92523
"619",718,20120051,19409,2012,"1/26/2012 2:20 PM",22855,"KOCH PIPELINE COMPANY, L.P.","WISCONSIN PROPANE LINE ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","FAIRCHILD","EAU CLAIRE","WI",44.642128,-90.957761,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.52,12.48,0,1.52,"NO","NO","NO","","",0,0,264734,759,0,300,0,0,265793
"620",719,20120031,17344,2012,"1/26/2012 11:05 PM",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","EL PASO 8/12 - ARTESIA PUMP STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","ARTESIA","EDDY","NM",32.84745,-104.38975,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.36,0,0,0.36,"NO","NO","","","",0,0,200,37,0,100,2500,0,2837
"625",725,20120058,17072,2012,"2/3/2012 8:12 PM",31957,"KINDER MORGAN WINK PIPELINE LP","MONAHANS TRUCK RACK","ONSHORE","UNDERGROUND","CRUDE OIL","","","MONAHANS","WARD","TX",31.47285,-102.89311,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",26,0,20,6,"NO","NO","YES","2/3/2012 20:12","2/5/2012 19:00",0,0,2000,2600,5000,26000,10000,12000,57600
"626",726,20120067,18127,2012,"2/6/2012 11:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BEAUMONT","JEFFERSON","TX",29.97501,-94.05586,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.33,0,0.33,0,"NO","NO","NO","","",0,0,19500,40,0,0,19000,0,38540
"632",733,20120069,16486,2012,"2/13/2012 3:15 PM",4906,"EXXONMOBIL PIPELINE CO","LOCAP TO ANCHORAGE TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","NEAREST CITY ST. JAMES","ST. JAMES","LA",30.01612,-90.865628,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.45,0,0.45,0,"NO","NO","NO","","",0,0,0,0,0,1000,2000,0,3000
"638",740,20120079,18635,2012,"2/15/2012 2:15 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","EELP LINE 5","ONSHORE","UNDERGROUND","CRUDE OIL","","","STERLING","ARENAC","MI",44.05727,-84.108636,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",20,0,20,0,"NO","NO","YES","2/15/2012 14:24","2/17/2012 7:00",0,0,50000,2000,0,120000,128000,0,300000
"641",743,20120086,18070,2012,"2/16/2012 4:45 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","","","TX",40.52243,-74.25384,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",1,0,1,0,"NO","NO","YES","2/16/2012 4:45","2/20/2012 9:00",0,0,4000,3,0,0,6000,0,10003
"642",745,20120081,16991,2012,"2/17/2012 2:45 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 6A MP 461","ONSHORE","UNDERGROUND","CRUDE OIL","","","DYER","LAKE","IN",41.49806,-87.51722,"OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",0.01,0,0.01,0,"NO","NO","YES","2/17/2012 15:00","2/18/2012 20:41",0,0,0,0,5000,53360,0,0,58360
"646",749,20120085,20805,2012,"2/20/2012 4:14 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","ABERDEEN TO JAMESTOWN LINE 5","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","ABERDEEN","BROWN","SD",45.526048,-98.515008,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",500,0,450,50,"NO","NO","YES","2/20/2012 16:20","2/24/2012 9:00",0,0,12000,14340,10000,155000,75000,0,266340
"653",756,20120094,16561,2012,"3/2/2012 8:45 AM",30777,"MOTIVA ENTERPRISE LLC","MOTIVA ENTERPRISES LLC","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT ARTHUR TEXAS","JEFFERSON","TX",29.95115,-93.5722,"CORROSION","EXTERNAL",0.16,0,0.16,0,"NO","NO","YES","3/2/2012 9:00","3/2/2012 15:00",0,0,40000,0,0,0,5000,0,45000
"654",757,20120096,16802,2012,"3/2/2012 10:00 AM",18718,"SUNOCO PIPELINE L.P.","21028","ONSHORE","UNDERGROUND","CRUDE OIL","","","HULL","LIBERTY","TX",30.0889,-94.6502,"CORROSION","INTERNAL",0.12,0,0,0.12,"NO","NO","YES","3/2/2012 10:00","3/6/2012 19:30",0,0,0,12,5000,6000,4000,0,15012
"658",762,20120100,16693,2012,"3/6/2012 1:00 PM",18718,"SUNOCO PIPELINE L.P.","SEABREEZE STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","STOWELL","CHAMBERS","TX",29.787,-94.4015,"CORROSION","INTERNAL",0.5,0,0,0.5,"NO","NO","YES","3/6/2012 13:00","4/6/2012 15:00",0,0,4800,50,0,5150,8160,0,18160
"668",772,20120103,18364,2012,"3/16/2012 10:27 AM",4906,"EXXONMOBIL PIPELINE CO","SILVERTIP STATION,  NEAR BELFRY, MONTANA","ONSHORE","UNDERGROUND","CRUDE OIL","","","BELFY, MONTANA  ","CARBON","MT",45.010556,-108.913889,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.5,0,0.5,0,"NO","NO","NO","","",0,0,0,50,0,1000,0,3500,4550
"672",777,20120116,17276,2012,"3/20/2012 1:30 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 3","ONSHORE","UNDERGROUND","CRUDE OIL","","","CASS LAKE","HUBBARD","MN",47.378551,-94.666629,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0,0.02,0,"NO","NO","YES","3/20/2012 14:49","3/21/2012 1:14",0,0,15000,0,0,25000,0,0,40000
"675",781,20120117,18700,2012,"3/22/2012 10:45 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","CLEARBROOK TERMINAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","CLEARBROOK","CLEARWATER","MN",47.6895,-95.4097,"NATURAL FORCE DAMAGE","TEMPERATURE",0.24,0,0.24,0,"NO","NO","YES","3/22/2012 11:00","3/22/2012 23:45",0,0,25000,0,0,60000,15000,0,100000
"676",782,20120112,17706,2012,"3/22/2012 4:28 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","EL DORADO STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","EL DORADO","BUTLER","KS",37.800717,-96.88095,"CORROSION","EXTERNAL",10,0,10,0,"NO","NO","NO","","",0,0,111000,500,0,53300,373000,1e+05,637800
"680",787,20120123,16602,2012,"3/27/2012 8:28 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","LP3 PANOLA","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y GRADE","GARRISON","NACOGDOCHES","TX",31.821442,-94.469056,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100,0,0,100,"NO","NO","YES","3/27/2012 20:28","3/31/2012 10:54",0,0,28072,1764,4000,96446,18000,30000,178282
"686",794,20120121,18125,2012,"4/4/2012 9:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BEAUMONT","JEFFERSON","TX",29.974993,-94.05586,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",2.5,0,2.5,0,"NO","NO","NO","","",0,0,3000,315,0,3000,3000,0,9315
"687",795,20120130,17657,2012,"4/4/2012 1:00 PM",300,"PLAINS PIPELINE, L.P.","MESA TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","MIDLAND","MIDLAND","TX",32.01426,-102.02737,"CORROSION","INTERNAL",3,0,3,0,"NO","NO","YES","4/4/2012 13:30","4/4/2012 15:00",0,0,7000,0,0,2200,1000,0,10200
"693",802,20120141,19599,2012,"4/8/2012 10:04 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","C75","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.953247,-96.758858,"CORROSION","INTERNAL",600,0,600,0,"NO","NO","YES","4/8/2012 22:04","6/22/2012 15:00",0,0,1560277,60000,0,63100,14950,0,1698327
"697",806,20120145,18341,2012,"4/10/2012 5:17 PM",4906,"EXXONMOBIL PIPELINE CO","ST JAMES STATION NORTH","ONSHORE","UNDERGROUND","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.010536,-90.861846,"CORROSION","INTERNAL",5.5,0,5.5,0,"NO","NO","YES","4/10/2012 17:17","4/11/2012 16:00",0,0,40000,100,0,1500,40000,0,81600
"700",809,20120152,17644,2012,"4/11/2012 1:25 PM",4805,"EXPLORER PIPELINE CO","CHATSWORTH PUMP STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","STRAWN","LIVINGSTON","IL",40.647936,-88.340732,"CORROSION","INTERNAL",41.64,0,41.64,0,"NO","NO","NO","","",0,0,5000,0,0,43000,0,5000,53000
"703",814,20120151,16973,2012,"4/16/2012 6:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SEMINOLE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","CLUTE, TX","BRAZORIA ","TX",29.06023333,-95.35065556,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",3,0,0,3,"NO","NO","YES","4/16/2012 18:00","4/17/2012 9:30",0,0,1000,70,1000,25000,12000,0,39070
"705",816,20120153,16819,2012,"4/19/2012 12:28 PM",26134,"EXXONMOBIL OIL CORP - WEST COAST","G-13 GATHERING LINE- CSFM ID-1235  ","ONSHORE","UNDERGROUND","CRUDE OIL","","","MARCIOPA","KERN","CA",35.04474,-119.19115,"CORROSION","INTERNAL",2.7,0,2.7,0,"NO","NO","YES","4/19/2012 13:00","4/19/2012 21:00",0,0,500,230,0,3800,1500,0,6030
"706",817,20120158,16845,2012,"4/19/2012 2:45 PM",30777,"MOTIVA ENTERPRISE LLC","MOTIVA ENTERPRISES LLC","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","FULL RANGE NAPTHA","PORT ARTHUR TEXAS","JEFFERSON","TX",29.52107,-93.5745,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.16,0,0.16,0,"NO","NO","YES","4/19/2012 15:05","4/20/2012 6:00",0,0,11000,0,0,0,11000,0,22000
"707",818,20120162,16643,2012,"4/19/2012 4:37 PM",31684,"CONOCOPHILLIPS","LINE 300","ONSHORE","UNDERGROUND","CRUDE OIL","","","SANTA MARIA","SANTA BARBARA","CA",34.972892,-120.444417,"CORROSION","EXTERNAL",5,0,5,0,"NO","NO","YES","4/19/2012 16:37","4/21/2012 3:15",0,0,45000,500,25000,325000,10000,0,405500
"714",825,20120166,20025,2012,"4/28/2012 10:40 PM",4906,"EXXONMOBIL PIPELINE CO","EMPCO NORTH LINE SYSTEM","ONSHORE","UNDERGROUND","CRUDE OIL","","","TORBERT","POINTE COUPEE","LA",30.554483,-91.457458,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2880,0,2000,880,"NO","NO","YES","4/28/2012 22:40","3/1/2013 7:00",0,0,267200,91520,0,7220442,0,91500,7670662
"720",833,20120172,16858,2012,"5/10/2012 10:30 AM",18718,"SUNOCO PIPELINE L.P.","TEXAS PLAINS 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","CHILDRESS","CHILDRESS","TX",34.32044,-100.24465,"CORROSION","EXTERNAL",20,0,0,20,"NO","NO","YES","5/10/2012 10:30","5/13/2012 9:12",0,0,59440,1870,0,0,198223,0,259533
"725",840,20120183,17132,2012,"5/17/2012 9:30 AM",15156,"SINCLAIR TRANSPORTATION COMPANY","MID-CONTINENT DISTRICT","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","KAHOKA","CLARK","MO",40.40966,-91.83585,"CORROSION","EXTERNAL",5,0,0,5,"NO","NO","NO","","",0,0,6000,600,2000,0,33370,0,41970
"728",844,20120184,17627,2012,"5/18/2012 8:00 PM",18718,"SUNOCO PIPELINE L.P.","CORSICANA STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","CORSICANA","NAVARRO","TX",32.0729,-96.4767,"CORROSION","INTERNAL",10,0,8,2,"NO","NO","NO","","",0,0,1350,176,0,783,8145,0,10454
"732",848,20120189,19216,2012,"5/19/2012 2:14 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","GARNER LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","AMBOY","BLUE EARTH","MN",43.93146,-94.11098,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",3.4,0,0,3.4,"NO","NO","YES","5/19/2012 14:30","5/21/2012 18:53",0,0,17000,1911,5000,15000,30000,0,68911
"735",852,20120193,17881,2012,"5/23/2012 7:30 AM",31684,"PHILLIPS 66 PIPELINE LLC","GUTHRIE PUMP STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","EDMOND","LOGAN","OK",35.737564,-97.379338,"CORROSION","INTERNAL",5,0,3,2,"NO","NO","YES","5/23/2012 7:54","7/13/2012 7:41",0,0,7000,180,0,3000,2500,0,12680
"742",861,20120207,16826,2012,"6/6/2012 6:05 AM",32602,"OXY USA INC","EAST LA ","ONSHORE","UNDERGROUND","CRUDE OIL","","","COMMERCE","LOS ANGELES","CA",34.00551,-118.14477,"CORROSION","INTERNAL",0.6,0,0.4,0.2,"NO","NO","YES","6/6/2012 6:15","6/12/2012 9:00",0,0,8000,48,0,5000,1000,2500,16548
"744",864,20120200,17619,2012,"6/8/2012 9:05 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","#3-8"" BARNSDALL TO KANSAS CITY LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","MORAN","ALLEN","KS",37.93455,-95.243912,"MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",304,0,213,91,"NO","NO","YES","6/8/2012 9:27","6/9/2012 10:26",0,0,1e+05,34984,20000,97534,7e+05,0,952518
