"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Operator.Contractor.Injuries","Emergency.Responder.Injuries","Other.Injuries","Public.Injuries","All.Injuries","Operator.Employee.Fatalities","Operator.Contractor.Fatalities","Emergency.Responder.Fatalities","Other.Fatalities","Public.Fatalities","All.Fatalities","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"241",20100216,17764,2010,"9/9/2010 10:30 AM",12624,"MOBIL CORP","","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","","","TX",29.97496932,-94.0572917,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.37,0,0.37,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,5000,40000,2400,47443
"244",20100226,18629,2010,"9/12/2010 11:15 AM",31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","EL DORADO TERMINAL","ONSHORE","TANK","CRUDE OIL","","","EL DORADO","BUTLER","KS",37.80556,-96.915,"CORROSION","EXTERNAL",0.24,0,0.24,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,0,0,0,10000,0,80000
"248",20100222,15358,2010,"9/16/2010 1:20 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","EAST LEG BLUE LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","WYOMING","JONES","IA",42.02244,-91.00488,"ALL OTHER CAUSES","MISCELLANEOUS",1.7,968.3,0,1.7,"NO","NO","YES","9/16/2010 13:41","9/19/2010 13:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65520,46036,4800,0,0,0,116356
"254",20100230,18572,2010,"9/23/2010 12:40 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","DEER RIVER STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","DEER RIVER","ITASCA","MN",47.32444,-93.76306,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.24,0,0.24,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,5000,15000,15000,35100
"258",20100237,17699,2010,"9/30/2010 8:30 AM",18718,"SUNOCO PIPELINE L.P.","THOMAS STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","THOMAS","GREGG","TX",32.47831,-94.868,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1,0,0,1,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246,77,0,1659,0,0,3982
"263",20110073,18054,2010,"10/11/2010 2:15 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PERTH AMBOY TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PERTH AMBOY","MIDDLESEX","NJ",40.52243,-74.25384,"INCORRECT OPERATION","INCORRECT VALVE POSITION",2,0,2,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,200,0,0,6000,0,7200
"267",20100273,18780,2010,"10/26/2010 9:30 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","CAMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","FOX","CARTER","OK",34.37306,-97.51083,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.48,0,0.48,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,5000,0,5050
"270",20100246,15612,2010,"11/1/2010 2:55 PM",32109,"ONEOK NGL PIPELINE LP","STERLING 1 INDEX 10177","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","WHITEWRIGHT","FANNIN","TX",33.54657,-96.36906,"CORROSION","EXTERNAL",241,0,0,241,"NO","NO","YES","11/1/2010 16:25","11/6/2010 9:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244000,6358,0,0,0,0,250358
"272",20100249,18417,2010,"11/2/2010 9:00 AM",2552,"COLONIAL PIPELINE CO","HEBERT STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BEAUMONT","JEFFERSON","TX",29.975,-94.056,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.57,0,3.57,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,350,0,24650,0,0,35000
"273",20100251,18418,2010,"11/3/2010 11:00 AM",2552,"COLONIAL PIPELINE CO","NORTH PORT ARTHUR STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT ARTHUR","JEFFERSON","TX",29.90801,-94.01201,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.36,0,3.36,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15670,330,0,5000,0,0,21000
"289",20100299,18173,2010,"11/15/2010 6:20 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","WEST LEG ANHYDROUS AMMONIA SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","EARLY","SAC","IA",42.5325,-95.1332,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.62,0,0,8.62,"NO","NO","YES","11/15/2010 18:20","11/17/2010 15:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,650,500,10000,31281,0,67431
"294",20100289,18420,2010,"11/18/2010 8:00 AM",2552,"COLONIAL PIPELINE CO","MOUNDVILLE STATION","ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","MOUNDVILLE","HALE","AL",32.97722,-87.65444,"CORROSION","EXTERNAL",0.24,0,0.24,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,50,0,12200,0,0,13250
"295",20100294,16186,2010,"11/20/2010 1:15 AM",18718,"SUNOCO PIPELINE L.P.","AMDEL 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","NEW WAVERLY","WALKER","TX",30.5572,-95.5842,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100,0,0,100,"NO","NO","YES","11/20/2010 1:15","11/1/2011 9:45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82987,8500,0,212385,134188,0,438060
"300",20100308,18178,2010,"11/23/2010 12:09 PM",31720,"KINDER MORGAN PIPELINES (USA) INC","EXPRESS PIPELINE FISH CREEK STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","","MT",46.2199,-109.437,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",90,NA,90,0,"NO","NO","YES","11/23/2010 12:09","11/24/2010 19:59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,7500,0,20000,50000,0,187500
"304",20100312,15808,2010,"11/27/2010 3:00 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","MILLERSBURG","IOWA","IA",41.60865,-92.13573,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.3,0,0,2.3,"NO","NO","YES","11/27/2010 15:15","12/2/2010 8:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27700,160,0,0,3150,0,31010
"305",20100297,18422,2010,"11/28/2010 7:20 AM",2552,"COLONIAL PIPELINE CO","LINDEN JUNCTION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","AVENEL","MIDDLESEX","NJ",40.57083,-74.25333,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.43,0,0.43,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,60,0,19800,0,0,20000
"308",20100295,17407,2010,"11/29/2010 10:00 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","CRANE STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CRANE","CRANE","TX",31.427166,-102.37033,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.24,0,0.24,0,"NO","NO","","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,30,0,800,700,500,2110
"311",20100271,16319,2010,"12/1/2010 4:00 PM",32109,"ONEOK NGL PIPELINE LP","10484/MB1 ARBUCKLE DELIVERY","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MONT BELVIEU","CHAMBERS","TX",29.85635,-94.90781,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",83,579,0,83,"NO","NO","YES","12/1/2010 16:01","12/2/2010 13:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,30862,0,25000,0,18000,128862
"321",20110004,18900,2010,"12/6/2010 12:07 PM",1845,"BUCKEYE PARTNERS, LP","LINDEN STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","LINDEN","UNION","NJ",40.61145,-74.23725,"CORROSION","INTERNAL",3.78,NA,3.78,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,0,0,35100,19000,0,67600
"324",20110007,17413,2010,"12/7/2010 9:35 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","FARGO TANK FARM","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","FARGO","CASS","ND",46.877218,-96.879506,"NATURAL FORCE DAMAGE","TEMPERATURE",1.42,0,1,0.42,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,200,0,2000,2500,0,5700
"327",20100292,20387,2010,"12/9/2010 4:17 PM",32109,"ONEOK NGL PIPELINE LP","ONEOK - LINE CREEK TO CALUMET 4 INCH 10149","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","POCASSET","GRADY","OK",35.203837,-98.06593,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",286,0,0,286,"NO","NO","YES","12/9/2010 22:38","12/13/2010 22:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74000,12987,0,0,0,0,86987
"334",20110013,17977,2010,"12/13/2010 3:47 PM",22855,"KOCH PIPELINE COMPANY, L.P.","BETHANY PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","EAGLEVILLE","HARRISON","MO",40.5566,-93.93892,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.24,0,0,0.24,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,0,20000,0,20021
"340",20110018,17847,2010,"12/16/2010 5:00 PM",26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","ST LINDEN TERMINAL, LLC","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LINDEN","UNION","NJ",40.606837,-74.219917,"CORROSION","INTERNAL",27.29,0,27.29,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,2292,0,0,6450,0,20742
"346",20110025,18933,2010,"12/28/2010 5:30 PM",31610,"BP WEST COAST PRODUCTS L.L.C.","WEST HYNES FACILITY","ONSHORE","UNDERGROUND","CRUDE OIL","","","LONG BEACH","LOS ANGELES","CA",33.863333,-118.163889,"CORROSION","INTERNAL",30,0,2,28,"NO","NO","YES","12/28/2010 19:05","4/18/2011 12:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123000,2700,0,33000,702000,0,860700
"351",20110031,17314,2011,"1/1/2011 10:50 AM",32109,"ONEOK NGL PIPELINE LP","MORRIS TERMINAL","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MORRIS","GRUNDY","IL",41.410931,-88.345016,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",20,0.1,0,20,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,1355,0,0,0,0,2155
"365",20110042,17320,2011,"1/14/2011 3:00 PM",32109,"ONEOK NGL PIPELINE LP","FERC/SHATTUCK BOOSTER","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SHATTUCK","ELLIS","OK",36.20138,-99.89379,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.95,0.1,0,0.95,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,0,0,0,43
"366",20110041,18406,2011,"1/15/2011 8:20 AM",2552,"COLONIAL PIPELINE CO","DORSEY JUNCTION","ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","WOODBINE","CARROLL","MD",39.36139,-77.03778,"CORROSION","INTERNAL",0.4,0,0,0.4,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,50,0,2153,0,0,2603
"367",20110039,17950,2011,"1/15/2011 12:45 PM",1845,"BUCKEYE PARTNERS, LP","LINDEN STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LINDEN","UNION","NJ",40.60545,-74.25835,"NATURAL FORCE DAMAGE","TEMPERATURE",0.95,0,0.95,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6300,29400,0,35700
"376",20110050,15984,2011,"1/26/2011 4:03 PM",2731,"CHEVRON PIPE LINE CO","","OFFSHORE","","CRUDE OIL","","","","","LA",29.3753,-89.3561,"EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",79,0,79,0,"NO","NO","YES","1/26/2011 16:05","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,6900,0,100000,0,0,906900
"381",20110074,18869,2011,"2/2/2011 7:00 AM",1845,"BUCKEYE PARTNERS, LP","PHILADELPHIA JUNCTION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","NETHER PROVIDENCE","DELAWARE","PA",39.896,-75.3586,"NATURAL FORCE DAMAGE","LIGHTNING",0.02,0,0,0.02,"YES","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3200,0,0,3200
"384",20110063,17753,2011,"2/4/2011 6:40 AM",26085,"PLAINS MARKETING, L.P.","CUSHING TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.9375,-96.74833,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",9,NA,9,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,20000,0,4000,24050
"386",20110066,17418,2011,"2/4/2011 12:58 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","DES MOINES TO MINNEAPOLIS #4-12 LINE (ID 6185)","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","FARIBAULT","RICE","MN",44.26055,-93.30194,"CORROSION","INTERNAL",0.12,0,0.12,0,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,0,0,5000,0,5025
"389",20110053,18058,2011,"2/6/2011 5:15 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","CARTERET TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CARTERET","MIDDLESEX","NJ",40.59348,-74.210174,"NATURAL FORCE DAMAGE","OTHER NATURAL FORCE DAMAGE",47,0,47,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1500,0,5000,60000,0,66500
"399",20110060,17315,2011,"2/13/2011 6:55 PM",32109,"ONEOK NGL PIPELINE LP","OPPL/OPAL STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","OPAL","LINCOLN","WY",41.7731,-110.3453,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.99,0.1,0,3.99,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,153,0,0,0,0,158
"407",20110088,17448,2011,"2/18/2011 3:07 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","MILFORD TERMINAL","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","MILFORD","DICKINSON","IA",43.29194,-95.15111,"NATURAL FORCE DAMAGE","TEMPERATURE",0.24,0,0.24,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,25,12000,0,15000,0,28025
"413",20110101,18813,2011,"2/22/2011 7:01 AM",1845,"BUCKEYE PARTNERS, LP","ARGO TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BEDFORD PARK","COOK","IL",41.7643,-87.8361,"NATURAL FORCE DAMAGE","TEMPERATURE",0.6,0,0.6,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6175,3360,0,9535
"414",20110095,17843,2011,"2/22/2011 8:00 AM",31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","FOUR MILE STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SIDNEY","RICHLAND","MT",47.92555,-104.13833,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",3,0,3,0,"NO","NO","YES","2/22/2011 9:34","2/22/2011 10:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,300,0,2000,10000,0,12300
"417",20110105,17364,2011,"2/24/2011 1:03 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","TEXAS CITY TO PASADENA 18"" PRODUCT LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","TEXAS CITY","GALVESTON","TX",29.4009,-94.95689,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",482,NA,50,432,"NO","NO","YES","2/24/2011 1:03","2/28/2011 7:30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403000,60817,0,149000,1777200,0,2390017
"421",20110104,15921,2011,"2/28/2011 1:50 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","#6-10"" EL DORADO TO KANSAS CITY LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","EMPORIA","LYON","KS",38.36098,-96.27164,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",20,0,20,0,"NO","NO","YES","2/28/2011 14:14","3/2/2011 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18382,0,0,19083,5000,0,42465
"422",20110077,17507,2011,"3/1/2011 6:45 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","HEALDTON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","HEALDTON","CARTER","OK",34.36098,-97.55678,"INCORRECT OPERATION","INCORRECT VALVE POSITION",25,0,0,25,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,2375,0,2000,0,0,22375
"424",20110111,18403,2011,"3/2/2011 9:00 AM",2552,"COLONIAL PIPELINE CO","MITCHELL JUNCTION","ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","COLUMBIA","CUMBERLAND","VA",37.66168,-78.23911,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.45,0,0.36,0.09,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,57,0,4500,0,0,4613
"426",20110110,17965,2011,"3/7/2011 7:50 AM",32147,"MARATHON PIPE LINE LLC","BYRON - SILVERTIP 12""-10"" CRUDE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BYRON","BIG HORN","WY",44.815639,-108.498916,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",80,0,80,0,"NO","NO","YES","3/7/2011 7:50","3/7/2011 17:45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8000,0,22572,0,0,30572
"431",20110102,17809,2011,"3/14/2011 1:30 PM",15674,"PLANTATION PIPE LINE CO","BATON ROUGE TANK FARM","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BATON ROUGE","EAST BATON ROUGE","LA",30.54741,-90.16677,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.24,0,0.24,0,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,25,0,3000,0,0,4625
"445",20110123,17964,2011,"3/30/2011 2:30 PM",32147,"MARATHON PIPE LINE LLC","PATOKA TANK FARM","ONSHORE","TANK","CRUDE OIL","","","VERNON","MARION","IL",38.792059,-89.079739,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.15,NA,0.15,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,500,0,510
"447",20110127,18581,2011,"4/1/2011 1:15 PM",4906,"EXXONMOBIL PIPELINE CO","SOUTH TEXAS RGP SYSTEM","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","REFINERY GRADE PROPYLENE (RGP)","SINTON","SAN PATRICIO","TX",28.00917,-97.572805,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1,0,0,1,"NO","NO","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,100,0,0,0,0,5100
"459",20110139,16326,2011,"4/14/2011 12:35 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","VERDIGRIS LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","GARFIELD ","OK",36.38298,-97.49642,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1.43,0,0,1.43,"NO","NO","NO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,110,0,20000,0,0,21110
"466",20110156,17692,2011,"4/27/2011 8:00 AM",18718,"SUNOCO PIPELINE L.P.","RINGGOLD STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","RINGGOLD","MONTAGUE","TX",33.86329,-97.95336,"CORROSION","INTERNAL",8,0,6,2,"NO","NO","YES","4/27/2011 8:00","4/27/2011 9:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23450,219,0,23767,2396,0,49832
"467",20110150,18580,2011,"4/27/2011 3:00 PM",4906,"EXXONMOBIL PIPELINE CO","REFUGIO STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","DILUTE PROPYLENE (PROPYLENE PROPANE MIX)","","REFUGIO","TX",28.3445,-97.1422,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1,0,0,1,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,100,0,0,0,0,5100
"471",20110165,19892,2011,"5/3/2011 6:15 AM",5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","BARTLESVILLE TO BROOME PIPELINE","ONSHORE","UNDERGROUND","CRUDE OIL","","","CANEY","MONTGOMERY","KS",37.027049,-95.89245,"CORROSION","INTERNAL",95,0,93,2,"NO","NO","YES","5/3/2011 6:45","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9690,0,68000,2000,20012,99702
