"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"75",20100054,15114,2010,"3/25/2010 1:42 PM",18779,"SUNOCO, INC (R&M)","PHILADELPHIA REFINERY - WEST YARD","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","VACUUM GAS OIL (VGO)","PHILADELPHIA","PHILADELPHIA","PA",39.91934,-75.20447,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1700,0,1699,1,"NO","NO","YES","3/25/2010 18:00","3/28/2010 16:00",0,0,0,0,0,0,1e+05,0,100000
"76",20100045,15592,2010,"3/25/2010 5:36 PM",31563,"WHITECAP PIPE LINE COMPANY, L.L.C.","","OFFSHORE","","CRUDE OIL","","","","","",28.68555,-91.04555,"OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",5.7,0,0,5.7,"NO","NO","YES","3/26/2010 13:20","5/1/2010 14:30",0,0,2200000,1260,0,0,0,0,2201260
"77",20100027,17896,2010,"3/26/2010 1:50 PM",31684,"CONOCOPHILLIPS","LO-01, LINE O","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BORGER","","TX",35.68463,-101.35898,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.71,0,0.6,0.11,"NO","NO","YES","3/26/2010 13:50","3/26/2010 14:50",0,0,0,58,0,0,30000,0,30058
"81",20100058,16748,2010,"3/30/2010 2:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","EAST LEG BLUE LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","SALISBURY","CHARITON","MO",39.46308,-92.87136,"NATURAL FORCE DAMAGE","EARTH MOVEMENT",656,0,0,656,"NO","NO","YES","3/30/2010 14:07","4/2/2010 17:20",16,0,81600,29000,0,0,0,0,110600
"82",20100052,18411,2010,"3/31/2010 9:00 AM",2552,"COLONIAL PIPELINE CO","HANCOCK STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","CHARLOTTE COURTHOUSE","CHARLOTTE","VA",37.15778,-78.835,"NATURAL FORCE DAMAGE","TEMPERATURE",1.2,0,1.2,0,"NO","NO","NO","","",0,0,30,140,0,56000,67226,0,123396
"84",20100056,17412,2010,"4/5/2010 7:55 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","WEST TULSA TERMINAL","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","TULSA","TULSA","OK",36.13252,-96.02906,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.12,0,0.12,0,"NO","NO","","","",0,0,8000,12,0,0,0,0,8012
"85",20110155,17221,2010,"4/5/2010 9:10 AM",32483,"BRIDGER LAKE, LLC","BRIDGER LAKE","ONSHORE","UNDERGROUND","CRUDE OIL","","","ROBERTSON","UINTA","WY",41.184974,-110.410612,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0,0,0,0,"YES","NO","YES","4/5/2010 9:10","",0,0,0,0,0,0,0,4e+06,4000000
"88",20100028,17928,2010,"4/7/2010 1:46 AM",2730,"CHEVRON PRODUCTS COMPANY","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LOUISVILLE","JEFFERSON","KY",38.1337,-85.5012,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",4,0,4,0,"YES","NO","YES","4/7/2010 1:46","",0,0,45000,504,0,35000,20000,0,100504
"89",20100060,18676,2010,"4/7/2010 10:45 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","WALNUT SPRINGS","BOSQUE","TX",32.06374,-97.81895,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0,0.71,0,"NO","NO","YES","","",0,0,14500,90,0,4000,18000,0,36590
"90",20100064,15072,2010,"4/8/2010 6:58 PM",31684,"CONOCOPHILLIPS","GD-03, GOLD LINE","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GREEN RIDGE","PETTIS","MO",38.63064,-93.39656,"NATURAL FORCE DAMAGE","TEMPERATURE",0.24,0,0.07,0.17,"NO","NO","YES","4/8/2010 18:58","4/9/2010 10:30",0,0,0,27,0,0,0,0,27
"91",20100062,17649,2010,"4/9/2010 2:00 PM",300,"PLAINS PIPELINE, L.P.","COLORADO CITY STATION","ONSHORE","TANK","CRUDE OIL","","","HERMLEIGH","SCURRY","TX",32.5375,-100.8377,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.36,0,0.36,0,"NO","NO","","","",0,0,0,30,0,125,125,1500,1780
"95",20100077,18359,2010,"4/13/2010 12:25 PM",4805,"EXPLORER PIPELINE CO","PORT ARTHUR TANK FARM","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT ARTHUR","JEFFERSON","TX",29.90083,-94.00556,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.1,0,0.1,0,"NO","NO","NO","","",0,0,0,9,0,0,30008,72952,102969
"96",20100076,18362,2010,"4/14/2010 11:30 AM",4906,"EXXONMOBIL PIPELINE CO","LONGVIEW  PIPELINE STATION- LINE CODE 2942127","ONSHORE","UNDERGROUND","CRUDE OIL","","","LONGVIEW","GREGG  COUNTY, TEXAS","TX",32.47413,-94.7185,"CORROSION","INTERNAL",0.84,0,0.84,0,"NO","NO","NO","","",0,0,0,86,0,5000,0,0,5086
"97",20100080,17428,2010,"4/15/2010 8:25 PM",4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","LUCAS STATION","ONSHORE","TANK","CRUDE OIL","","","BEAUMONT","JEFFERSON","TX",29.99763,-94.07668,"CORROSION","INTERNAL",15,0,15,0,"NO","NO","YES","4/15/2010 20:25","4/15/2010 23:50",0,0,0,0,0,20000,0,300,20300
"98",20100068,17803,2010,"4/16/2010 8:14 AM",19237,"TE PRODUCTS PIPELINE COMPANY, LLC","","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","QULIN","BUTLER","MO",36.5746,-90.1886,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.98,0,0.98,0,"NO","NO","NO","","",0,0,5000,0,0,0,0,0,5000
"99",20100149,17981,2010,"4/16/2010 9:35 AM",22855,"KOCH PIPELINE COMPANY, L.P.","REFUGIO PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","REFUGIO","REFUGIO","TX",28.279502,-97.29544,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.12,0,0,0.12,"NO","NO","","","",0,0,0,9,0,0,2500,0,2509
"100",20100081,21414,2010,"4/17/2010 7:00 PM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 2","ONSHORE","UNDERGROUND","CRUDE OIL","","","DEER RIVER","ITASCA","MN",47.31006,-93.73207,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",5,0,4,1,"NO","NO","YES","4/17/2010 19:00","4/18/2010 19:10",0,0,550000,350,20000,180000,216000,0,966350
"101",20100085,17162,2010,"4/20/2010 2:56 PM",22610,"MAGELLAN PIPELINE COMPANY, LP","#3-6"" MASON CITY TO MANKATO LINE","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","PEMBERTON","BLUE EARTH","MN",44.000221,-93.782668,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",25,0,25,0,"NO","NO","YES","4/20/2010 14:56","4/21/2010 12:52",0,0,6500,675,500,75000,60000,0,142675
"102",20100083,16118,2010,"4/23/2010 4:32 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","WEST LEG RED LINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","NATURAL GASOLINE","SOLOMON","OTTAWA","KS",38.98742,-97.4042,"EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",1669,0,10,1659,"NO","NO","YES","4/23/2010 16:39","4/29/2010 18:00",3,0,170034,129618,2460,110000,163297,0,575409
"103",20100079,17966,2010,"4/24/2010 7:30 PM",32147,"MARATHON PIPE LINE LLC","GARYVILLE TO ZACHARY 20"" - ZACHARY STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","JACKSON","EAST FELICIANA","LA",30.70863,-91.27566,"OTHER OUTSIDE FORCE DAMAGE","VEHICLE NOT ENGAGED IN EXCAVATION",13,0,13,0,"NO","NO","NO","","",0,0,0,1149,0,46135,0,0,47284
"104",20100078,17957,2010,"4/25/2010 9:00 AM",32147,"MARATHON PIPE LINE LLC","SAMARIA - DETROIT 16"" CRUDE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SAMARIA","MONROE","MI",41.80708,-83.60071,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",91,0,79,12,"NO","NO","YES","4/25/2010 9:03","4/25/2010 21:06",0,0,0,7018,0,171265,925684,0,1103967
"105",20100074,17408,2010,"4/26/2010 9:15 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","OLATHE PUMP STATION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","","","OLATHE","JOHNSON","KS",38.88188,-94.74432,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",1,0,0.25,0.75,"NO","NO","NO","","",0,0,10,100,0,1000,12000,0,13110
"106",20100096,17243,2010,"4/26/2010 10:18 AM",2731,"CHEVRON PIPE LINE CO","SALT LAKE PRODUCTS","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","TWIN FALLS","HANSEN","ID",42.51862,-114.27034,"CORROSION","EXTERNAL",22,0,21,1,"NO","NO","YES","4/26/2010 10:20","4/27/2010 18:30",0,0,38199,2772,0,15060,36825,0,92856
"107",20100094,19217,2010,"4/26/2010 10:35 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","AMMONIA LINE WEST LEG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","MCPHERSON","MCPHERSON","KS",38.47623,-97.72254,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2,0,0,2,"NO","NO","YES","4/26/2010 10:35","4/26/2010 14:54",0,0,10000,153,2500,13000,92000,0,117653
"108",20100088,18412,2010,"4/26/2010 12:00 PM",2552,"COLONIAL PIPELINE CO","ATLANTA JUNCTION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","AUSTELL","COBB","GA",33.85651,-84.62941,"CORROSION","EXTERNAL",3,0,3,0,"NO","NO","NO","","",0,0,0,380,0,0,28500,0,28880
"110",20100089,17493,2010,"4/28/2010 12:00 PM",31174,"SHELL PIPELINE CO., L.P.","COLEX WEST TANK FARM","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",29.7268,-95.141,"CORROSION","INTERNAL",0.6,0,0,0.6,"NO","NO","NO","","",0,0,0,75,0,4500,0,0,4575
"111",20100098,15127,2010,"4/28/2010 12:55 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","WHITING TO EARLY SEGMENT","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","SCHALLER","IDA","IA",42.45589,-95.32798,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,0.05,0,0.36,"NO","NO","NO","","",0,0,12000,30,5000,0,15000,0,32030
"112",20100095,20271,2010,"4/29/2010 9:55 AM",32109,"ONEOK NGL PIPELINE LP","EL DORADO 6 INCH","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ISO BUTANE","TOWANDA","BUTLER","KS",37.81654,-97.02048,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",770,606,0,770,"NO","NO","YES","4/29/2010 9:55","5/1/2010 14:26",0,0,43500,50127,0,0,0,0,93627
"113",20100099,17865,2010,"4/29/2010 5:20 PM",1845,"BUCKEYE PARTNERS, LP","LINDEN STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","LINDEN","UNION","NJ",40.6054,-74.2383,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.71,0,0.71,0,"NO","NO","NO","","",0,0,0,0,0,2007,21600,0,23607
"115",20100104,18369,2010,"5/4/2010 10:10 PM",26134,"EXXONMOBIL OIL CORP - WEST COAST","SOUTHWESTERN TERMINAL AREA 1","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SAN  PEDRO  CALIFORNIA","LOS ANGELES","CA",33.735001,-118.27167,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2,0,2,0,"NO","NO","NO","","",0,0,0,130,0,13245,0,5000,18375
"116",20100105,18324,2010,"5/7/2010 1:00 PM",26125,"CALNEV PIPELINE CO","LAS VEGAS TERMINAL","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LAS VEGAS","CLARK","NV",36.253344,-115.045311,"CORROSION","EXTERNAL",5.75,0,5.75,0,"NO","NO","NO","","",0,0,14000,518,0,0,25000,0,39518
"117",20100086,17994,2010,"5/10/2010 8:00 AM",31570,"TESORO - HIGH PLAINS PIPELINE COMPANY","TIOGA HIGH PLAINS PIPELINE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","TIOGA","WILLIAMS COUNTY","ND",48.39475,-102.9138,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",40,0,40,0,"NO","NO","YES","5/10/2010 8:00","5/10/2010 14:00",0,0,100,0,0,0,5000,0,5100
"119",20100108,17073,2010,"5/12/2010 10:10 AM",31555,"KINDER MORGAN CO2 CO. LP","CENTRAL BASIN PIPELINE","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","DENVER CITY","GAINES COUNTY","TX",32.47042,-102.46394,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.53,0,0,0.53,"NO","NO","NO","","",0,0,0,23,0,0,0,800,823
"120",20100112,17650,2010,"5/16/2010 12:00 AM",300,"PLAINS PIPELINE, L.P.","CRANE WEST","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CRANE","CRANE","TX",31.42962,-102.380665,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",9,0,9,0,"NO","NO","YES","5/16/2010 7:40","5/16/2010 10:00",0,0,0,425,0,700,10000,250,11375
"121",20100109,17494,2010,"5/16/2010 2:30 AM",31174,"SHELL PIPELINE CO., L.P.","SUGARLAND TANK FARM","ONSHORE","TANK","CRUDE OIL","","","ST. JAMES","ASSUMPTION","LA",30.0119001,-90.8508001,"NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",125,0,125,0,"NO","NO","NO","","",0,0,679337,0,0,7e+05,0,5e+05,1879337
"122",20100111,17875,2010,"5/16/2010 6:45 AM",31684,"CONOCOPHILLIPS","GRAHAM STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","GRAHAM","YOUNG","TX",33.07358,-98.58654,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",3,0,2,1,"NO","NO","","","",0,0,3500,75,3500,6500,8000,2000,23575
"125",20100134,17715,2010,"5/19/2010 10:00 AM",18718,"SUNOCO PIPELINE L.P.","MILLENNIUM 12""-TEXOMA STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LONGVIEW","GREGG","TX",32.48191,-94.83511,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,0,0,1,"NO","NO","NO","","",0,0,2685,67,0,2000,2116,0,6868
"126",20110037,18413,2010,"5/19/2010 2:08 PM",2552,"COLONIAL PIPELINE CO","LINDEN JUNCTION","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","AVENEL","","NJ",40.57083,-74.25333,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.38,0,0.02,0.36,"NO","NO","","","",0,0,1000,50,0,19000,0,0,20050
"127",20100118,15866,2010,"5/20/2010 10:30 AM",2731,"CHEVRON PIPE LINE CO","WEST TEXAS LPG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","GORDON","PALO PINTO","TX",32.56184,-98.350678,"CORROSION","EXTERNAL",4.1,115,0,4.1,"NO","NO","YES","5/20/2010 10:40","5/23/2010 20:00",0,0,35000,20000,0,15000,0,0,70000
"128",20100114,15966,2010,"5/20/2010 3:50 PM",1845,"BUCKEYE PARTNERS, LP","LINDEN TO NY STATE LINE","ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LINDEN","UNION","NJ",40.61428,-74.21755,"CORROSION","EXTERNAL",1,0,1,0,"NO","NO","YES","5/20/2010 15:50","5/21/2010 15:42",0,0,169800,25,0,50000,84870,500,305195
"129",20110375,19324,2010,"5/20/2010 4:30 PM",31476,"SEMGROUP LP","HANSTON DISCHARGE","ONSHORE","UNDERGROUND","CRUDE OIL","","","HUDSON","STAFFORD","KS",38.1019,-98.856419,"CORROSION","INTERNAL",0.12,0,0,0.12,"NO","NO","","","",0,0,10000,12,0,500,500,0,11012
"130",20100093,21865,2010,"5/20/2010 5:30 PM",32147,"MARATHON PIPE LINE LLC","CANTON - EAST SPARTA #1-6""","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","EAST SPARTA","STARK","OH",40.70942,-81.36428,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10,0,10,0,"NO","NO","NO","","",0,0,233000,800,0,99257,720000,0,1053057
"131",20100119,17791,2010,"5/21/2010 1:45 PM",32334,"TC OIL PIPELINE OPERATIONS INC","CARPENTER PUMP STATION ","ONSHORE","UNDERGROUND","CRUDE OIL","","","CARPENTER ","BEADLE ","SD",44.62351,-97.92161,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.11,0,0,0.11,"NO","NO","YES","5/21/2010 14:00","5/27/2010 9:00",0,0,2500,8,0,155000,50000,0,207508
"132",20100120,15162,2010,"5/23/2010 6:30 AM",300,"PLAINS PIPELINE, L.P.","COLORADO CITY BASIN STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","COLORADO CITY","SCURRY","TX",32.53091,-100.83715,"CORROSION","INTERNAL",4,0,4,0,"NO","NO","YES","5/23/2010 7:45","5/23/2010 9:30",0,0,1300,340,0,2445,3350,2530,9965
"133",20100121,17375,2010,"5/24/2010 9:15 AM",31580,"MAGELLAN TERMINALS HOLDINGS, LP","GALENA PARK","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",29.71831,-95.18038,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",4.5,0,4.5,0,"NO","NO","NO","","",0,0,0,0,0,500,25000,0,25500
"135",20100125,17848,2010,"5/26/2010 7:30 PM",31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","COMMERCE CITY PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","COMMERCE CITY","ADAMS","CO",39.800348,-104.949162,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",4.7,0,0.6,4.1,"NO","NO","YES","5/26/2010 19:30","5/26/2010 20:00",0,0,1000,566,0,3500,0,0,5066
"136",20100101,15130,2010,"5/27/2010 3:50 AM",20160,"PETROLOGISTICS OLEFINS, LLC","CHOCTAW TERMINAL","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","PLAQUEMINE","IBERVILLE","LA",30.19071,-91.18293,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.31,0,0,1.31,"NO","NO","YES","5/27/2010 3:50","5/27/2010 12:20",0,0,2720,1500,0,1000,362809.440258342,0,5220
"137",20100116,17876,2010,"5/27/2010 8:00 AM",31684,"CONOCOPHILLIPS","KANSAS CITY TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","KANSAS CITY","WYANDOTTE","KS",39.12851,-94.60705,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",10,0,5,5,"NO","NO","NO","","",0,0,6000,1000,0,3500,1200,0,11700
"138",20100127,17717,2010,"5/27/2010 12:45 PM",18718,"SUNOCO PIPELINE L.P.","CORSICANA STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","CORSICANA","NAVARRO","TX",32.06839,-96.4708,"CORROSION","INTERNAL",0.36,0,0,0.36,"NO","NO","NO","","",0,0,6428,30,0,2481,560,0,9499
"139",20100107,15747,2010,"5/27/2010 1:40 PM",9175,"JAYHAWK PIPELINE LLC","ARNOLD TO HOLTZINGER 4""/6""","ONSHORE","UNDERGROUND","CRUDE OIL","","","","TREGO","KS",38.72582,-99.73018,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1,0,0,1,"NO","NO","YES","5/27/2010 13:42","5/27/2010 21:20",0,0,1500,65,0,3000,200,0,4765
"140",20100110,18414,2010,"5/27/2010 3:00 PM",2552,"COLONIAL PIPELINE CO","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","","","TX",29.718767,-95.179554,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.83,0,0.83,0,"NO","NO","NO","","",0,0,500,71,0,0,0,4429,5000
"141",20100130,19913,2010,"5/29/2010 12:34 PM",395,"AMOCO OIL CO","MP 97.9","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","CONSTANTINE ","ST. JOSEPH","MI",41.844019,-85.741131,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2121,0,1001,1120,"NO","NO","YES","5/29/2010 12:37","6/2/2010 14:15",12,0,275000,267246,45000,278000,1100000,0,1965246
"143",20100131,15540,2010,"5/29/2010 5:15 PM",300,"PLAINS PIPELINE, L.P.","ELLIS PIPELINE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","LINCOLN","OK",35.93019,-96.74132,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",85,0,85,0,"NO","NO","YES","5/29/2010 17:50","5/29/2010 20:45",0,0,0,12000,0,30000,21000,8000,71000
"144",20100117,18415,2010,"5/31/2010 10:00 AM",2552,"COLONIAL PIPELINE CO","SPARTANBURG DELIVERY FACILITY","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","SPARTANBURG","SPARTANBURG","SC",34.91801,-81.87401,"CORROSION","EXTERNAL",1.29,0,1.29,0,"NO","NO","YES","5/31/2010 10:00","6/1/2010 0:01",0,0,12000,58,0,0,10000,0,22058
"145",20100139,17395,2010,"6/1/2010 10:00 AM",2731,"CHEVRON PIPE LINE CO","SAN JOAQUIN VALLEY CRUDE SYSTEM","ONSHORE","UNDERGROUND","CRUDE OIL","","","MCKITTRICK","KERN","CA",35.467203,-119.703991,"CORROSION","EXTERNAL",508,0,500,8,"NO","NO","YES","6/1/2010 10:05","2/12/2011 11:30",0,0,59400,600,0,40000,50000,0,150000
"146",20100122,18809,2010,"6/1/2010 12:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","4"" PORT ARTHUR REFINERY GRADE BUTANE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","DAYTON","LIBERTY","TX",29.88878,-94.84975,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1,0,0,1,"NO","NO","YES","6/1/2010 12:46","6/9/2010 20:00",0,0,150,0,0,0,0,0,150
